,id,exec_per_sec,succ_rate,succ_per_sec,m1,m2,p1,p2,electron_single_qubit_depolar_prob
111,111,5.858922,0.6,3.5153532,1,0,1,0,0.012880000000000023
112,112,5.858919,0.4,2.3435676,0,0,1,0,0.012960000000000024
113,113,5.858918,0.8,4.687134400000001,1,1,0,1,0.013040000000000024
114,114,5.8589210000000005,0.8,4.6871368,0,0,0,0,0.013120000000000024
115,115,5.8589210000000005,0.5,2.9294605000000002,1,0,1,1,0.013200000000000024
116,116,5.858918,0.6,3.5153507999999998,0,0,0,0,0.013280000000000024
117,117,5.8589199999999995,0.6,3.5153519999999996,1,0,0,1,0.013360000000000025
118,118,5.858919,0.4,2.3435676,1,0,1,0,0.013440000000000025
119,119,5.8589210000000005,0.6,3.5153526000000004,0,1,0,1,0.013520000000000025
120,120,5.8589210000000005,0.5,2.9294605000000002,0,1,0,1,0.013600000000000025
121,121,5.858923,0.6,3.5153537999999998,0,0,0,0,0.013680000000000025
122,122,5.858924,0.6,3.5153544,0,1,0,1,0.013760000000000026
123,123,5.8589199999999995,0.6,3.5153519999999996,0,1,0,0,0.013840000000000026
124,124,5.8589199999999995,0.4,2.343568,0,0,1,0,0.013920000000000026
125,125,5.858919,0.6,3.5153514,1,0,0,1,0.014000000000000026
126,126,5.8589199999999995,0.5,2.9294599999999997,0,0,1,1,0.014080000000000027
127,127,5.858922,0.4,2.3435688,1,0,1,0,0.014160000000000027
128,128,5.8589199999999995,0.7,4.1012439999999994,1,0,1,0,0.014240000000000027
129,129,5.8589210000000005,0.8,4.6871368,0,0,0,0,0.014320000000000027
130,130,5.858918,0.6,3.5153507999999998,1,0,1,1,0.014400000000000027
131,131,5.8589210000000005,0.4,2.3435684,0,1,1,0,0.014480000000000028
132,132,5.8589210000000005,0.2,1.1717842,1,0,1,1,0.014560000000000028
133,133,5.8589210000000005,0.3,1.7576763000000002,0,0,1,0,0.014640000000000028
134,134,5.8589199999999995,0.9,5.273028,0,0,1,1,0.014720000000000028
135,135,5.8589199999999995,0.7,4.1012439999999994,0,0,0,1,0.014800000000000028
136,136,5.8589210000000005,0.4,2.3435684,1,0,0,0,0.014880000000000029
137,137,5.858919,1.0,5.858919,1,0,1,1,0.014960000000000029
138,138,5.858919,0.7,4.1012433,0,0,0,1,0.015040000000000029
139,139,5.8589210000000005,0.7,4.1012447000000005,1,1,1,1,0.01512000000000003
140,140,5.858918,0.4,2.3435672000000003,1,1,1,1,0.01520000000000003
141,141,5.858919,0.8,4.6871352,0,0,1,0,0.01528000000000003
142,142,5.8589199999999995,0.5,2.9294599999999997,1,1,1,1,0.01536000000000003
143,143,5.8589199999999995,0.5,2.9294599999999997,1,1,0,0,0.01544000000000003
144,144,5.858924,0.6,3.5153544,1,1,1,1,0.01552000000000003
145,145,5.8589199999999995,0.7,4.1012439999999994,0,1,1,0,0.01560000000000003
146,146,5.858919,0.5,2.9294595,1,1,1,1,0.01568000000000003
147,147,5.8589210000000005,0.6,3.5153526000000004,1,0,0,0,0.01576000000000003
148,148,5.8589199999999995,0.6,3.5153519999999996,0,0,1,0,0.01584000000000003
149,149,5.858919,1.0,5.858919,0,1,0,0,0.01592000000000003
150,150,5.858922,0.6,3.5153532,0,1,1,0,0.01600000000000003
151,151,5.858917,0.6,3.5153502,0,0,1,1,0.016080000000000032
152,152,5.8589199999999995,0.4,2.343568,1,0,0,1,0.016160000000000032
153,153,5.8589199999999995,0.5,2.9294599999999997,0,0,1,1,0.016240000000000032
154,154,5.858925,0.8,4.68714,0,1,1,1,0.016320000000000032
155,155,5.858918,0.7,4.1012426,1,0,1,1,0.016400000000000033
156,156,5.858923,0.6,3.5153537999999998,0,0,1,0,0.016480000000000033
157,157,5.858919,1.0,5.858919,1,1,0,1,0.016560000000000033
158,158,5.8589199999999995,0.5,2.9294599999999997,0,1,0,0,0.016640000000000033
159,159,5.8589199999999995,0.6,3.5153519999999996,0,1,0,0,0.016720000000000033
160,160,5.8589199999999995,0.7,4.1012439999999994,1,0,0,0,0.016800000000000034
161,161,5.8589199999999995,0.6,3.5153519999999996,1,1,1,0,0.016880000000000034
162,162,5.858918,0.6,3.5153507999999998,0,0,0,1,0.016960000000000034
163,163,5.8589210000000005,0.6,3.5153526000000004,1,1,1,0,0.017040000000000034
164,164,5.8589199999999995,0.3,1.7576759999999998,0,0,1,0,0.017120000000000034
165,165,5.8589210000000005,0.8,4.6871368,1,0,1,0,0.017200000000000035
166,166,5.8589199999999995,0.6,3.5153519999999996,0,1,1,1,0.017280000000000035
167,167,5.858922,0.7,4.1012454,0,0,0,1,0.017360000000000035
168,168,5.858919,0.5,2.9294595,0,0,1,1,0.017440000000000035
169,169,5.858922,0.8,4.6871376,0,0,1,0,0.017520000000000036
170,170,5.858919,0.5,2.9294595,1,1,1,1,0.017600000000000036
171,171,5.858917,0.6,3.5153502,0,1,1,1,0.017680000000000036
172,172,5.8589210000000005,0.7,4.1012447000000005,0,0,1,1,0.017760000000000036
173,173,5.8589199999999995,0.6,3.5153519999999996,0,0,1,1,0.017840000000000036
174,174,5.8589210000000005,0.6,3.5153526000000004,1,0,1,0,0.017920000000000037
175,175,5.8589199999999995,0.4,2.343568,1,1,1,1,0.018000000000000037
176,176,5.858918,0.8,4.687134400000001,0,0,1,1,0.018080000000000037
177,177,5.858918,0.8,4.687134400000001,0,1,0,1,0.018160000000000037
178,178,5.858924,0.9,5.2730316,0,0,1,1,0.018240000000000037
179,179,5.858918,0.6,3.5153507999999998,1,1,1,0,0.018320000000000038
180,180,5.8589210000000005,0.5,2.9294605000000002,1,0,0,0,0.018400000000000038
181,181,5.8589210000000005,0.7,4.1012447000000005,1,0,1,0,0.018480000000000038
182,182,5.858917,0.5,2.9294585,1,1,0,1,0.01856000000000004
183,183,5.8589210000000005,0.7,4.1012447000000005,1,0,0,1,0.01864000000000004
184,184,5.8589210000000005,0.5,2.9294605000000002,0,0,1,1,0.01872000000000004
185,185,5.858922,0.5,2.929461,1,0,1,0,0.01880000000000004
186,186,5.8589210000000005,0.8,4.6871368,0,0,1,0,0.01888000000000004
187,187,5.8589210000000005,0.6,3.5153526000000004,0,0,0,0,0.01896000000000004
188,188,5.858919,0.7,4.1012433,0,0,1,1,0.01904000000000004
189,189,5.8589210000000005,0.4,2.3435684,0,0,0,1,0.01912000000000004
190,190,5.858918,0.5,2.929459,1,0,0,1,0.01920000000000004
191,191,5.858918,0.5,2.929459,0,0,0,0,0.01928000000000004
192,192,5.858918,0.3,1.7576753999999999,0,1,0,1,0.01936000000000004
193,193,5.8589199999999995,0.6,3.5153519999999996,0,1,1,1,0.01944000000000004
194,194,5.8589199999999995,0.8,4.687136,1,0,1,0,0.01952000000000004
195,195,5.8589199999999995,0.6,3.5153519999999996,1,0,0,1,0.01960000000000004
196,196,5.8589199999999995,0.6,3.5153519999999996,0,0,1,1,0.01968000000000004
197,197,5.858919,0.4,2.3435676,0,0,0,0,0.01976000000000004
198,198,5.8589199999999995,0.4,2.343568,0,0,0,1,0.01984000000000004
199,199,5.858919,0.7,4.1012433,1,1,1,1,0.019920000000000042
