0.12207	50.14254
0.24414	42.05825
0.36621	31.96901
0.48828	20.08104
0.61035	11.15099
0.73242	3.3112
0.85449	-5.63793
0.97656	-16.75622
1.09863	-23.76235
1.2207	-19.43994
1.34277	-17.60666
1.46484	-17.42018
1.58691	-18.99757
1.70898	-21.285
1.83105	-24.05165
1.95313	-27.57207
2.0752	-28.36389
2.19727	-27.7258
2.31934	-26.68101
2.44141	-28.64095
2.56348	-30.97344
2.68555	-30.94671
2.80762	-29.45083
2.92969	-27.55031
3.05176	-26.99843
3.17383	-29.1607
3.2959	-28.57336
3.41797	-29.66082
3.54004	-34.79086
3.66211	-33.16368
3.78418	-28.26238
3.90625	-27.97301
4.02832	-32.36382
4.15039	-39.59946
4.27246	-42.26771
4.39453	-45.38749
4.5166	-40.92775
4.63867	-34.33499
4.76074	-32.39771
4.88281	-33.711
5.00488	-33.36159
5.12695	-34.45852
5.24902	-37.05242
5.37109	-37.92927
5.49316	-39.30605
5.61523	-40.72577
5.7373	-42.1355
5.85938	-44.9818
5.98145	-50.24076
6.10352	-55.09044
6.22559	-52.33445
6.34766	-48.88723
6.46973	-48.33538
6.5918	-47.15722
6.71387	-47.85163
6.83594	-51.29477
6.95801	-53.62981
7.08008	-53.22818
7.20215	-55.35804
7.32422	-53.71079
7.44629	-50.16204
7.56836	-50.45027
7.69043	-53.86414
7.8125	-55.55308
7.93457	-56.89307
8.05664	-59.13056
8.17871	-51.85888
8.30078	-49.58872
8.42285	-51.99675
8.54492	-53.37994
8.66699	-52.54481
8.78906	-51.60798
8.91113	-53.52104
9.0332	-54.46233
9.15527	-52.82095
9.27734	-54.0531
9.39941	-52.76734
9.52148	-49.28115
9.64355	-49.20367
9.76563	-52.81123
9.8877	-56.37628
10.0098	-53.37849
10.1318	-52.91341
10.2539	-55.58093
10.376	-60.14628
10.498	-56.81418
10.6201	-53.71031
10.7422	-53.73903
10.8643	-54.74852
10.9863	-51.49421
11.1084	-49.0444
11.2305	-49.58619
11.3525	-53.8486
11.4746	-59.92683
11.5967	-59.01927
11.7188	-58.98676
11.8408	-57.6774
11.9629	-56.90223
12.085	-59.14822
12.207	-63.1277
12.3291	-59.99805
12.4512	-59.68382
12.5732	-61.9498
12.6953	-57.95927
12.8174	-56.88415
12.9395	-56.63137
13.0615	-55.63107
13.1836	-56.42917
13.3057	-58.11435
13.4277	-57.41753
13.5498	-56.98465
13.6719	-57.38593
13.7939	-56.8046
13.916	-57.18102
14.0381	-55.01092
14.1602	-53.4928
14.2822	-55.53106
14.4043	-59.29146
14.5264	-59.99386
14.6484	-59.2375
14.7705	-61.95536
14.8926	-60.99208
15.0146	-59.36376
15.1367	-61.50957
15.2588	-63.7783
15.3809	-64.38256
15.5029	-67.93776
