0.12207	28.64313
0.24414	16.69596
0.36621	10.08152
0.48828	2.60284
0.61035	-1.15215
0.73242	-3.94695
0.85449	-6.41476
0.97656	-6.84555
1.09863	-7.08657
1.2207	-10.47114
1.34277	-15.40285
1.46484	-14.48297
1.58691	-10.05715
1.70898	-7.47889
1.83105	-8.71315
1.95313	-14.08319
2.0752	-16.63232
2.19727	-14.07143
2.31934	-12.65963
2.44141	-14.68673
2.56348	-19.46135
2.68555	-22.85221
2.80762	-25.24908
2.92969	-20.75054
3.05176	-18.24766
3.17383	-19.56431
3.2959	-24.27237
3.41797	-22.48339
3.54004	-20.27766
3.66211	-22.37712
3.78418	-27.92407
3.90625	-24.81325
4.02832	-21.51752
4.15039	-23.47014
4.27246	-24.61561
4.39453	-25.30126
4.5166	-27.92632
4.63867	-25.01831
4.76074	-23.46832
4.88281	-27.37468
5.00488	-34.29178
5.12695	-34.2071
5.24902	-27.51484
5.37109	-24.28086
5.49316	-25.86366
5.61523	-23.80856
5.7373	-21.0439
5.85938	-19.2689
5.98145	-19.57147
6.10352	-23.08648
6.22559	-29.95524
6.34766	-30.36496
6.46973	-29.34276
6.5918	-29.9402
6.71387	-27.13047
6.83594	-28.02187
6.95801	-32.46763
7.08008	-39.30955
7.20215	-31.87938
7.32422	-28.24485
7.44629	-29.95237
7.56836	-30.62864
7.69043	-27.25757
7.8125	-27.71187
7.93457	-28.94597
8.05664	-28.01437
8.17871	-28.20384
8.30078	-32.07772
8.42285	-34.88558
8.54492	-29.50147
8.66699	-25.78535
8.78906	-25.74222
8.91113	-29.03111
9.0332	-29.37857
9.15527	-30.03606
9.27734	-32.57934
9.39941	-33.46897
9.52148	-32.09353
9.64355	-31.21055
9.76563	-31.85485
9.8877	-24.56045
10.0098	-22.05069
10.1318	-25.74243
10.2539	-26.96359
10.376	-27.35448
10.498	-30.08416
10.6201	-35.89357
10.7422	-39.54408
10.8643	-37.14346
10.9863	-35.26495
11.1084	-38.97683
11.2305	-40.61809
11.3525	-38.47775
11.4746	-39.68777
11.5967	-38.68611
11.7188	-32.26849
11.8408	-29.60682
11.9629	-32.53575
12.085	-35.12274
12.207	-33.01693
12.3291	-37.30134
12.4512	-40.58537
12.5732	-33.99685
12.6953	-31.81128
12.8174	-33.15854
12.9395	-37.85628
13.0615	-37.01473
13.1836	-36.77216
13.3057	-38.60433
13.4277	-38.51899
13.5498	-41.91952
13.6719	-45.92493
13.7939	-47.73066
13.916	-41.75134
14.0381	-36.88845
14.1602	-35.55259
14.2822	-32.999
14.4043	-31.76179
14.5264	-31.7528
14.6484	-30.84357
14.7705	-31.16263
14.8926	-33.61528
15.0146	-35.39122
15.1367	-36.79621
15.2588	-37.63033
15.3809	-33.41925
15.5029	-31.70055
15.625	-33.04454
15.7471	-36.96909
15.8691	-40.4286
15.9912	-43.34084
16.1133	-43.85375
16.2354	-36.47001
16.3574	-24.46442
16.4795	-16.28598
16.6016	-14.92723
16.7236	-20.51758
16.8457	-32.31038
16.9678	-35.07176
17.0898	-39.58478
17.2119	-45.63192
17.334	-43.18279
17.4561	-37.20553
17.5781	-37.67171
17.7002	-42.34134
17.8223	-40.10805
17.9443	-38.17417
18.0664	-40.32617
18.1885	-39.16762
18.3105	-39.20804
18.4326	-43.47549
18.5547	-43.30942
18.6768	-38.87446
18.7988	-38.98392
18.9209	-41.92111
19.043	-39.76629
19.165	-35.81193
19.2871	-34.76175
19.4092	-37.87979
19.5313	-42.16162
19.6533	-40.84578
19.7754	-38.67125
19.8975	-35.85556
20.0195	-35.8616
20.1416	-39.08345
20.2637	-38.6303
20.3857	-39.29978
20.5078	-37.8465
20.6299	-36.1401
20.752	-39.69554
20.874	-37.74742
20.9961	-37.69225
21.1182	-42.84014
21.2402	-42.31398
21.3623	-35.77289
21.4844	-35.71655
21.6064	-37.54132
21.7285	-37.896
21.8506	-39.13821
21.9727	-38.8162
22.0947	-40.16954
22.2168	-43.50992
22.3389	-41.39976
22.4609	-40.37111
22.583	-39.13059
22.7051	-39.0128
22.8271	-40.3646
22.9492	-41.81614
23.0713	-44.59619
23.1934	-46.41765
23.3154	-50.35543
23.4375	-48.88979
23.5596	-43.32588
23.6816	-41.6892
23.8037	-39.99354
23.9258	-39.64993
24.0479	-36.55449
24.1699	-22.08199
24.292	-15.87
24.4141	-16.65434
24.5361	-24.37038
24.6582	-37.16023
24.7803	-40.35455
24.9023	-41.97878
25.0244	-46.38973
