"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"78","310.52008694354777","295.5304997732646","4.861119185862543","-0.30955241234604897","0.018000000000000016","0.0222","0.013800000000000034","1244.4444444444443","0.00023832627427974987","0","0.00023832627427974987","0.00023832627427974987","78_77:0.005495752404303361;78_79:0.008200664283110781","78_77:533.3333333333333;78_79:533.3333333333333","true"
"79","218.33147364727805","26.515907423474843","4.786049106448157","-0.31151163662354525","0.009399999999999964","0.012399999999999967","0.0064","1244.4444444444443","0.0005305770608758064","0","0.0005305770608758064","0.0005305770608758064","79_91:0.009498680617837041","79_91:533.3333333333333","true"
"80","143.11027321548585","87.300527527465","5.042749015532641","-0.3079238440194016","0.009299999999999975","0.0072","0.011399999999999966","1244.4444444444443","0.00037287743780102463","0","0.00037287743780102463","0.00037287743780102463","80_79:0.013466653034058446;80_81:0.009560033548823232","80_79:533.3333333333333;80_81:533.3333333333333","true"
"81","191.004498538874","162.75998698243384","4.961382372136232","-0.30881300331410194","0.0034000000000000696","0.0031999999999999806","0.0036","1244.4444444444443","0.00019823078450681406","0","0.00019823078450681406","0.00019823078450681406","81_82:0.015855508112217837;81_72:0.005371352992550399","81_82:533.3333333333333;81_72:533.3333333333333","true"
"82","291.29478695867385","202.67523878087073","4.815062928952966","-0.31103172317325406","0.0043999999999999595","0.00539999999999996","0.0034","1244.4444444444443","0.00011200354927677817","0","0.00011200354927677817","0.00011200354927677817","82_83:0.0044359215040273015","82_83:533.3333333333333","true"
"83","243.4657056137078","64.4611861125378","4.721440939429672","-0.2975486698247847","0.048899999999999944","0.049000000000000044","0.0488","1244.4444444444443","0.0003340560043417732","0","0.0003340560043417732","0.0003340560043417732","","","true"
"84","307.28251796762015","296.5246196770281","4.666014178281295","-0.3133527023161981","0.006599999999999939","0.008399999999999963","0.0048","1244.4444444444443","0.00012119197066454828","0","0.00012119197066454828","0.00012119197066454828","84_83:0.006277095366931523","84_83:448","true"
"85","180.5283644443065","171.59669722511435","4.745281583223244","-0.3119683812702387","0.023800000000000043","0.023599999999999954","0.024","1244.4444444444443","0.00022048748028179158","0","0.00022048748028179158","0.00022048748028179158","85_84:0.0047634295592274","85_84:533.3333333333333","true"
"86","58.30616419276909","88.14311268603309","4.8898848316794234","-0.30913746648321616","0.007400000000000073","0.009000000000000008","0.0058","1244.4444444444443","0.00048045806313293054","0","0.00048045806313293054","0.00048045806313293054","86_85:0.011770192100122201;86_87:0.007403272345584466","86_85:533.3333333333333;86_87:533.3333333333333","true"
"87","253.1472610515378","250.51869720783623","4.8244285035431655","-0.3099624961358293","0.008399999999999963","0.007800000000000029","0.009","1244.4444444444443","0.00018183977711989872","0","0.00018183977711989872","0.00018183977711989872","87_88:0.006717277593287552","87_88:533.3333333333333","true"
"88","203.9651816179135","143.22892252425714","4.689545562207001","-0.3191806929563948","0.019100000000000006","0.03320000000000001","0.005","1244.4444444444443","0.0006140115285728697","0","0.0006140115285728697","0.0006140115285728697","","","true"
"89","176.59005839488293","296.9457008338516","4.9479295036997915","-0.30883270351675324","0.01429999999999998","0.0144","0.01419999999999999","1244.4444444444443","0.0003227009899102588","0","0.0003227009899102588","0.0003227009899102588","89_88:0.009797807627046046;89_74:0.005479998885451365","89_88:533.3333333333333;89_74:533.3333333333333","true"
"90","226.86708258284892","208.75012037075757","4.803087657652578","-0.3102348928876509","0.010999999999999899","0.012599999999999945","0.0094","1244.4444444444443","0.00048432398808129863","0","0.00048432398808129863","0.00048432398808129863","90_94:0.0049006296907652125;90_75:0.02056181058597123","90_94:533.3333333333333;90_75:533.3333333333333","true"
"91","366.963290806625","267.4951975139942","4.893162358748021","-0.30983443429771806","0.0049000000000000155","0.0041999999999999815","0.0056","1244.4444444444443","0.00011029239581429778","0","0.00011029239581429778","0.00011029239581429778","","","true"
"92","239.77658513119886","172.50625562969134","4.827691241886364","-0.3103693565337272","0.02180000000000004","0.0226","0.02100000000000002","1244.4444444444443","0.00023550298115665506","0","0.00023550298115665506","0.00023550298115665506","92_83:0.0070400801634968035;92_102:0.00805756121786319","92_83:533.3333333333333;92_102:533.3333333333333","true"
"93","290.9313454956205","30.52002235571474","4.910445215886609","-0.30921828977226556","0.009700000000000042","0.008199999999999985","0.0112","1244.4444444444443","0.0002649078478231235","0","0.0002649078478231235","0.0002649078478231235","93_106:0.008812955800160144;93_87:0.0061516484806990734","93_106:533.3333333333333;93_87:533.3333333333333","true"
"94","265.8823094926748","324.054839308871","4.719670655343433","-0.3121150063159316","0.0039000000000000146","0.0056","0.0021999999999999797","1244.4444444444443","0.00011880957003767931","0","0.00011880957003767931","0.00011880957003767931","","","true"
"95","157.5885822203611","149.7185386273165","4.802277236916985","-0.3113439855731095","0.009299999999999975","0.0102","0.008399999999999963","1244.4444444444443","0.0005068967087177332","0","0.0005068967087177332","0.0005068967087177332","95_94:0.005013374080808319;95_96:0.0096000387230748","95_94:533.3333333333333;95_96:533.3333333333333","true"
"96","240.17551874601335","173.15124393176612","4.852635592076891","-0.3071950533738793","0.012799999999999923","0.012","0.013599999999999945","1244.4444444444443","0.0001657612844813219","0","0.0001657612844813219","0.0001657612844813219","","","true"
"97","137.71479169218017","121.0834277591716","4.950011325138507","-0.3087084614989645","0.014700000000000046","0.01880000000000004","0.0106","1244.4444444444443","0.001000714393178897","0","0.001000714393178897","0.001000714393178897","97_98:0.010675604366575497;97_96:0.00679934457942899","97_98:533.3333333333333;97_96:533.3333333333333","true"
"98","255.39483377473775","283.61873836676045","4.774665436990169","-0.31129479497146767","0.014499999999999957","0.016599999999999948","0.0124","1244.4444444444443","0.0001551723422756693","0","0.0001551723422756693","0.0001551723422756693","98_91:0.004933122412974389","98_91:533.3333333333333","true"
